# Реплики, которые игра пишет в чат от лица персонажа и отправляет в озвучку.
# Слева — английский текст ровно как в коде игры, справа — перевод.
# Совпадение точное, посимвольное.
# Строки с ключом [LEFT_BEHIND] — список первых реплик брошенного игрока,
# игра выбирает одну случайно.

# Обратный отсчёт до самоуничтожения (сами цифры игра пишет отдельно)
I need to get to the truck in...	Мне надо попасть в грузовик за...
[LOVE_TRANSITIVE_VERB]	танцевать с
[LOVE_TRANSITIVE_VERB]	шипперить
[LOVE_TRANSITIVE_VERB]	тихонько сохнуть по
[LOVE_TRANSITIVE_VERB]	иметь слабость к
[LOVE_TRANSITIVE_VERB]	не мочь перестать думать про
[LOVE_TRANSITIVE_VERB]	заглядываться на
[LOVE_TRANSITIVE_VERB]	испытывать робочувства к
[LOVE_TRANSITIVE_VERB]	поймать крашик в
[LOVE_TRANSITIVE_VERB]	таять глазами-сердечками по
[LOVE_TRANSITIVE_VERB]	ловить бабочек в животе из-за
[LOVE_TRANSITIVE_VERB]	смотреть глазами-сердечками на
[LOVE_TRANSITIVE_VERB]	не мочь забыть
[LOVE_TRANSITIVE_VERB]	не мочь насытиться
[LOVE_TRANSITIVE_VERB]	расчувствоваться из-за
[LOVE_TRANSITIVE_VERB]	мечтать о
[LOVE_TRANSITIVE_VERB]	представлять счастье с
[LOVE_TRANSITIVE_VERB]	не выдерживать
[LOVE_TRANSITIVE_VERB]	слабеть перед
[LOVE_TRANSITIVE_VERB]	таять от
[LOVE_TRANSITIVE_VERB]	питать слабость к
[LOVE_TRANSITIVE_VERB]	запасть на
[LOVE_TRANSITIVE_VERB]	быть помешанным на
[LOVE_TRANSITIVE_VERB]	краснеть из-за
[LOVE_TRANSITIVE_VERB]	влюбиться по уши в
[LOVE_TRANSITIVE_VERB]	чувствовать чувства к
[LOVE_TRANSITIVE_VERB]	восхищаться
[LOVE_TRANSITIVE_VERB]	крепко запасть на
[LOVE_TRANSITIVE_VERB]	вообще не мочь с
[LOVE_TRANSITIVE_VERB]	полностью залипнуть на
[LOVE_TRANSITIVE_VERB]	потеряться в
[LOVE_TRANSITIVE_VERB]	робочувствовать к
[LOVE_TRANSITIVE_VERB]	быть без ума от
[LOVE_TRANSITIVE_VERB]	бипать и бупать из-за
[LOVE_TRANSITIVE_VERB]	собирать ценности с
[LOVE_TRANSITIVE_VERB]	качаться под
[LOVE_TRANSITIVE_VERB]	быть полностью погружённым в
[LOVE_TRANSITIVE_VERB]	быть сражённым
[LOVE_TRANSITIVE_VERB]	быть в восторге от
[LOVE_TRANSITIVE_VERB]	падать из-за
[LOVE_TRANSITIVE_VERB]	терять голову из-за
[LOVE_TRANSITIVE_VERB]	рыдать из-за
[LOVE_TRANSITIVE_VERB]	зацикливаться на
[LOVE_TRANSITIVE_VERB]	умирать по
[LOVE_TRANSITIVE_VERB]	смотреть на
[LOVE_TRANSITIVE_VERB]	разглядывать
[LOVE_TRANSITIVE_VERB]	не иметь ничего, кроме любви к
[LOVE_TRANSITIVE_VERB]	ждать
[LOVE_TRANSITIVE_VERB]	дичать от
[LOVE_TRANSITIVE_VERB]	жить ради
[LOVE_TRANSITIVE_VERB]	подсесть на
[LOVE_TRANSITIVE_VERB]	чувствовать
[LOVE_TRANSITIVE_VERB]	быть заряженным на
[LOVE_TRANSITIVE_VERB]	слать безумную любовь
[LOVE_TRANSITIVE_VERB]	слать обнимашки
[LOVE_TRANSITIVE_VERB]	слать сердечки
[LOVE_TRANSITIVE_VERB]	0 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1
[LOVE_TRANSITIVE_VERB]	дружить с
[LOVE_TRANSITIVE_VERB]	ржать вместе с
[LOVE_TRANSITIVE_VERB]	вайбовать с
[LOVE_TRANSITIVE_VERB]	лайкать
[LOVE_TRANSITIVE_VERB]	дорожить
[LOVE_TRANSITIVE_VERB]	наслаждаться
[LOVE_TRANSITIVE_VERB]	ценить
[LOVE_TRANSITIVE_VERB]	любить
[LOVE_TRANSITIVE_VERB]	беречь как сокровище
[LOVE_TRANSITIVE_VERB]	заботиться о
[LOVE_TRANSITIVE_VERB]	тащиться дин-дон от
[LOVE_TRANSITIVE_VERB]	тосковать по
[LOVE_TRANSITIVE_VERB]	думать о
[LOVE_TRANSITIVE_VERB]	скучать по
[LOVE_TRANSITIVE_VERB]	хотеть быть с
[LOVE_TRANSITIVE_VERB]	улыбаться
[LOVE_TRANSITIVE_VERB]	глядеть на
[LOVE_TRANSITIVE_VERB]	краснеть рядом с
[LOVE_TRANSITIVE_VERB]	стесняться рядом с
[LOVE_TRANSITIVE_VERB]	смеяться и плакать с
[LOVE_TRANSITIVE_VERB]	петь песни о любви с
[LOVE_TRANSITIVE_VERB]	говорить с
[LOVE_TRANSITIVE_VERB]	слушать
[LOVE_TRANSITIVE_VERB]	держаться за руку с
[LOVE_TRANSITIVE_VERB]	делиться секретами с
[LOVE_TRANSITIVE_VERB]	гулять с
[LOVE_TRANSITIVE_VERB]	сидеть с
[LOVE_TRANSITIVE_VERB]	быть рядом с
[LOVE_TRANSITIVE_VERB]	тусоваться с
[LOVE_TRANSITIVE_VERB]	проводить время с
[LOVE_TRANSITIVE_VERB]	быть возле
[LOVE_TRANSITIVE_VERB]	подмигивать
[LOVE_TRANSITIVE_VERB]	махать
[LOVE_TRANSITIVE_VERB]	звонить
[LOVE_TRANSITIVE_VERB]	писать
[LOVE_TRANSITIVE_VERB]	петь для
[LOVE_TRANSITIVE_VERB]	танцевать с
[LOVE_TRANSITIVE_VERB]	готовить для
[LOVE_TRANSITIVE_VERB]	рисовать для
[LOVE_TRANSITIVE_VERB]	мастерить подарки для
[LOVE_TRANSITIVE_VERB]	дарить подарки
[LOVE_TRANSITIVE_VERB]	удивлять
[LOVE_TRANSITIVE_VERB]	обнимать
[LOVE_TRANSITIVE_VERB]	радовать налоговика вместе с
[LOVE_TRANSITIVE_VERB]	катать телегу с
[LOVE_TRANSITIVE_VERB]	робощекотать
[LOVE_TRANSITIVE_VERB]	читать стендап для
[LOVE_TRANSITIVE_VERB]	любоваться закатом с
[LOVE_TRANSITIVE_VERB]	смеяться вместе с
[LOVE_TRANSITIVE_VERB]	смешить
[LOVE_TRANSITIVE_VERB]	приносить радость
[LOVE_TRANSITIVE_VERB]	дурачиться с
[LOVE_TRANSITIVE_VERB]	ходить в приключения с
[LOVE_TRANSITIVE_VERB]	исследовать с
[LOVE_TRANSITIVE_VERB]	поехать в Японию с
[LOVE_TRANSITIVE_VERB]	состариться вместе с

# Непереходные глаголы, слот {intransitiveVerb} — 140
[LOVE_INTRANSITIVE_VERB]	вайбовать
[LOVE_INTRANSITIVE_VERB]	вау-вау-вау
[LOVE_INTRANSITIVE_VERB]	залипать
[LOVE_INTRANSITIVE_VERB]	мечтать наяву
[LOVE_INTRANSITIVE_VERB]	влюбляться
[LOVE_INTRANSITIVE_VERB]	фанатеть по-девчачьи
[LOVE_INTRANSITIVE_VERB]	фанатеть по-пацански
[LOVE_INTRANSITIVE_VERB]	ликовать
[LOVE_INTRANSITIVE_VERB]	паниковать
[LOVE_INTRANSITIVE_VERB]	таять
[LOVE_INTRANSITIVE_VERB]	чилить
[LOVE_INTRANSITIVE_VERB]	робосталкерить
[LOVE_INTRANSITIVE_VERB]	делать о-ля-ля
[LOVE_INTRANSITIVE_VERB]	робо-танцевать
[LOVE_INTRANSITIVE_VERB]	отжигать
[LOVE_INTRANSITIVE_VERB]	обниматься
[LOVE_INTRANSITIVE_VERB]	тусить
[LOVE_INTRANSITIVE_VERB]	работать
[LOVE_INTRANSITIVE_VERB]	совпадать
[LOVE_INTRANSITIVE_VERB]	загружаться
[LOVE_INTRANSITIVE_VERB]	встречаться
[LOVE_INTRANSITIVE_VERB]	ловить чувства
[LOVE_INTRANSITIVE_VERB]	соединяться
[LOVE_INTRANSITIVE_VERB]	ладить
[LOVE_INTRANSITIVE_VERB]	робо-тусить
[LOVE_INTRANSITIVE_VERB]	заглядываться
[LOVE_INTRANSITIVE_VERB]	поднимать глаза
[LOVE_INTRANSITIVE_VERB]	навёрстывать
[LOVE_INTRANSITIVE_VERB]	тусоваться
[LOVE_INTRANSITIVE_VERB]	настраиваться
[LOVE_INTRANSITIVE_VERB]	ломаться
[LOVE_INTRANSITIVE_VERB]	подключаться
[LOVE_INTRANSITIVE_VERB]	нырять
[LOVE_INTRANSITIVE_VERB]	влезать
[LOVE_INTRANSITIVE_VERB]	быть в деле
[LOVE_INTRANSITIVE_VERB]	коллабить
[LOVE_INTRANSITIVE_VERB]	делиться
[LOVE_INTRANSITIVE_VERB]	меняться
[LOVE_INTRANSITIVE_VERB]	торговать
[LOVE_INTRANSITIVE_VERB]	договариваться
[LOVE_INTRANSITIVE_VERB]	работать
[LOVE_INTRANSITIVE_VERB]	играть
[LOVE_INTRANSITIVE_VERB]	соревноваться
[LOVE_INTRANSITIVE_VERB]	бросать вызов
[LOVE_INTRANSITIVE_VERB]	включаться
[LOVE_INTRANSITIVE_VERB]	присоединяться
[LOVE_INTRANSITIVE_VERB]	влезать в тему
[LOVE_INTRANSITIVE_VERB]	подмешиваться
[LOVE_INTRANSITIVE_VERB]	добавляться
[LOVE_INTRANSITIVE_VERB]	помогать
[LOVE_INTRANSITIVE_VERB]	поддерживать
[LOVE_INTRANSITIVE_VERB]	следить
[LOVE_INTRANSITIVE_VERB]	отслеживать
[LOVE_INTRANSITIVE_VERB]	приглядывать
[LOVE_INTRANSITIVE_VERB]	поспевать
[LOVE_INTRANSITIVE_VERB]	быть в курсе
[LOVE_INTRANSITIVE_VERB]	не спускать глаз
[LOVE_INTRANSITIVE_VERB]	гудеть
[LOVE_INTRANSITIVE_VERB]	вау
[LOVE_INTRANSITIVE_VERB]	качать свежее обновление
[LOVE_INTRANSITIVE_VERB]	обновляться
[LOVE_INTRANSITIVE_VERB]	кричать привет
[LOVE_INTRANSITIVE_VERB]	орать
[LOVE_INTRANSITIVE_VERB]	визжать
[LOVE_INTRANSITIVE_VERB]	хайпить
[LOVE_INTRANSITIVE_VERB]	бип-буп бип-буп
[LOVE_INTRANSITIVE_VERB]	изливать душу
[LOVE_INTRANSITIVE_VERB]	выражаться
[LOVE_INTRANSITIVE_VERB]	выбалтывать
[LOVE_INTRANSITIVE_VERB]	признаваться в любви
[LOVE_INTRANSITIVE_VERB]	признавать чувства
[LOVE_INTRANSITIVE_VERB]	объявлять банкротство
[LOVE_INTRANSITIVE_VERB]	мечтать
[LOVE_INTRANSITIVE_VERB]	краснеть
[LOVE_INTRANSITIVE_VERB]	воображать
[LOVE_INTRANSITIVE_VERB]	робо-пускать слюни
[LOVE_INTRANSITIVE_VERB]	зацикливаться
[LOVE_INTRANSITIVE_VERB]	восхищаться
[LOVE_INTRANSITIVE_VERB]	делать вуп-вуп
[LOVE_INTRANSITIVE_VERB]	паниковать
[LOVE_INTRANSITIVE_VERB]	терять голову
[LOVE_INTRANSITIVE_VERB]	беситься
[LOVE_INTRANSITIVE_VERB]	чувствовать
[LOVE_INTRANSITIVE_VERB]	светиться
[LOVE_INTRANSITIVE_VERB]	... ну не знаю ...
[LOVE_INTRANSITIVE_VERB]	спотыкаться
[LOVE_INTRANSITIVE_VERB]	качаться
[LOVE_INTRANSITIVE_VERB]	бип-буп
[LOVE_INTRANSITIVE_VERB]	влюбляться
[LOVE_INTRANSITIVE_VERB]	флиртовать
[LOVE_INTRANSITIVE_VERB]	хихикать
[LOVE_INTRANSITIVE_VERB]	улыбаться
[LOVE_INTRANSITIVE_VERB]	смеяться
[LOVE_INTRANSITIVE_VERB]	сиять
[LOVE_INTRANSITIVE_VERB]	ухмыляться
[LOVE_INTRANSITIVE_VERB]	гадать
[LOVE_INTRANSITIVE_VERB]	желать
[LOVE_INTRANSITIVE_VERB]	надеяться
[LOVE_INTRANSITIVE_VERB]	тосковать
[LOVE_INTRANSITIVE_VERB]	лайкать
[LOVE_INTRANSITIVE_VERB]	ставить лайк и подписываться
[LOVE_INTRANSITIVE_VERB]	реагировать
[LOVE_INTRANSITIVE_VERB]	сидеть в тени
[LOVE_INTRANSITIVE_VERB]	имбовать
[LOVE_INTRANSITIVE_VERB]	исчезать
[LOVE_INTRANSITIVE_VERB]	пукать
[LOVE_INTRANSITIVE_VERB]	подглядывать
[LOVE_INTRANSITIVE_VERB]	шпионить
[LOVE_INTRANSITIVE_VERB]	выглядывать
[LOVE_INTRANSITIVE_VERB]	вздыхать
[LOVE_INTRANSITIVE_VERB]	дышать
[LOVE_INTRANSITIVE_VERB]	понимать как никто
[LOVE_INTRANSITIVE_VERB]	резонировать
[LOVE_INTRANSITIVE_VERB]	тащиться дин-дон
[LOVE_INTRANSITIVE_VERB]	бупать
[LOVE_INTRANSITIVE_VERB]	джемить
[LOVE_INTRANSITIVE_VERB]	трепетать
[LOVE_INTRANSITIVE_VERB]	покалывать
[LOVE_INTRANSITIVE_VERB]	кружиться
[LOVE_INTRANSITIVE_VERB]	танцевать
[LOVE_INTRANSITIVE_VERB]	петь
[LOVE_INTRANSITIVE_VERB]	напевать
[LOVE_INTRANSITIVE_VERB]	пиликать
[LOVE_INTRANSITIVE_VERB]	скакать
[LOVE_INTRANSITIVE_VERB]	парить
[LOVE_INTRANSITIVE_VERB]	искриться
[LOVE_INTRANSITIVE_VERB]	пузыриться
[LOVE_INTRANSITIVE_VERB]	чирикать
[LOVE_INTRANSITIVE_VERB]	блестеть
[LOVE_INTRANSITIVE_VERB]	мерцать
[LOVE_INTRANSITIVE_VERB]	размышлять
[LOVE_INTRANSITIVE_VERB]	восхищаться
[LOVE_INTRANSITIVE_VERB]	дышать
[LOVE_INTRANSITIVE_VERB]	расслабляться
[LOVE_INTRANSITIVE_VERB]	млеть
[LOVE_INTRANSITIVE_VERB]	смеяться
[LOVE_INTRANSITIVE_VERB]	воображать
[LOVE_INTRANSITIVE_VERB]	таять
[LOVE_INTRANSITIVE_VERB]	ухмыляться
[LOVE_INTRANSITIVE_VERB]	посмеиваться
